intent,Rid,Request
atis_flight,2212,what flights from tacoma to orlando on saturday
atis_flight,2213,find a flight from toronto to san diego with a layover in san francisco on air canada
atis_flight,2214,i'd like the earliest flight from dallas to boston
atis_flight,2215,please show me the flights from washington to san francisco
atis_quantity,2216,how many flights are there between san francisco and philadelphia on august eighteenth
atis_airfare,2217,i'd like to find the cheapest fare from atlanta to dallas
atis_flight,2218,show me a list of flights on american airlines from boston to dc on july twenty second
atis_flight,2219,from toronto to atlanta in the afternoon
atis_flight,2220,flights from boston to pittsburgh
atis_airfare,2221,what is the cheapest coach fare from dallas to denver round trip
atis_flight,2222,i need a flight from philadelphia to dallas next wednesday in the morning
atis_flight,2223,show me flights from denver to philadelphia
atis_abbreviation,2224,what is ewr
atis_flight,2225,i need information on a flight from san francisco to atlanta that would stop in fort worth
atis_airfare,2226,what is the cheapest fare from washington to san francisco
atis_ground_service,2227,ground transportation for st. paul
atis_flight,2228,i'd like to arrange a flight from pittsburgh to atlanta
atis_flight,2229,flights from newark to tampa on friday on us air
atis_flight,2230,flights from cleveland to miami
atis_flight,2231,show me flights from san francisco to denver
atis_aircraft,2232,show me the aircraft that canadian airlines uses
atis_flight,2233,show me the flights from san francisco to boston
atis_flight,2234,show me the flights from boston to san francisco
atis_flight,2235,list flights from san francisco to denver on friday
atis_flight,2236,i'd like information on a flight from denver to san francisco on united air
atis_flight,2237,list all nonstop flights from newark to tampa leaving on friday
atis_airfare,2238,could you please find me the cheapest one way fare from boston to philadelphia
atis_ground_service,2239,what ground transport is available in minneapolis
atis_flight,2240,what is the first flight from boston to stapleton airport for tomorrow
atis_flight,2241,i live in denver and i'd like to make a trip to pittsburgh
atis_quantity,2242,how many flights does each airline have with business class service
atis_airline,2243,which companies fly between boston and oakland
atis_flight,2244,please show me the return flights from miami to new york
atis_flight,2245,list all flights from indianapolis to seattle
atis_flight,2246,show departures and arrivals in atlanta for american airlines
atis_flight,2247,please list the flights from pittsburgh to baltimore arriving may seventh
atis_airline,2248,what is airline dl
atis_flight,2249,what are the afternoon flights for denver to san francisco
atis_airfare,2250,what are the lowest one way fares from atlanta to denver
atis_flight,2251,find a flight on delta from philadelphia to san francisco
atis_flight,2252,what is the last flight of the day to leave baltimore for boston
atis_flight,2253,what flights leave from nashville to phoenix
atis_flight,2254,i want to fly dallas to san francisco on monday july eighth
atis_flight,2255,all flights from pittsburgh to philadelphia
atis_flight,2256,i need to fly leaving philadelphia to atlanta
atis_flight,2257,show me flights from denver to philadelphia
atis_flight,2258,what's the first flight from dallas to houston
atis_abbreviation,2259,what is ua
atis_flight,2260,is there a flight from nashville to houston in the evening tomorrow
atis_flight,2261,what are the flights from boston to san francisco
atis_flight,2262,what is the latest afternoon flight i can get from dallas to san francisco on first class
atis_flight,2263,okay on monday may thirty first i'd like to go from san diego to phoenix early in the morning
atis_flight,2264,list daily flights from boston to oakland using continental airlines
atis_flight,2265,please list all flights from dallas to philadelphia on monday
atis_abbreviation,2266,what does s designate as a meal
atis_flight,2267,atlanta to pittsburgh july twenty third
atis_flight,2268,what is the latest flight between washington and boston
atis_flight,2269,please show me flights from boston to denver with a stopover in philadelphia
atis_flight,2270,show me the flights arriving at love field
atis_flight,2271,display all flights from toronto to san diego on us air stopping over in denver
atis_flight,2272,flights from new york city to montreal
atis_flight,2273,find me a flight from boston to san francisco with layover in denver on united
atis_flight,2274,i'd like to fly from columbus to nashville tomorrow morning
atis_flight,2275,does flight dl 323 dl 229 from boston to denver stop in philadelphia
atis_flight,2276,are there any flights before 12 noon on june fifteenth from long beach to columbus
atis_flight,2277,is there a flight on eastern airlines from boston to denver
atis_flight,2278,i'd like to go from boston to denver at 9 o'clock saturday night
atis_flight,2279,show me all the flights between philadelphia and denver
atis_flight,2280,show me the last flight available in the evening from boston to dc on july twenty first
atis_flight,2281,show me flights from baltimore to dallas
atis_flight,2282,what is the cheapest flight from long beach to memphis
atis_ground_service,2283,show me ground transportation in denver during weekdays
atis_airfare,2284,show business class fares on us air from boston to toronto
atis_flight,2285,what is your last trip on august twenty seventh from washington to boston
atis_flight,2286,show me the flights from boston to oakland
atis_flight,2287,on a breakfast flight from philadelphia to dallas via atlanta
atis_flight,2288,show me the earliest flight from newark to seattle
atis_airfare,2289,show me the fares on all flights round trip from pittsburgh to oakland
atis_flight,2290,on the earliest flight from san francisco to atlanta on delta is a meal being served
atis_flight,2291,list the flights from philadelphia to san francisco which have a layover in dallas
atis_flight,2292,flight from denver to san francisco in the afternoon
atis_flight,2293,does lufthansa fly between boston and oakland
atis_quantity,2294,how many delta flights leave from washington
atis_flight,2295,show me the flights arriving in baltimore from philadelphia at about 4 o'clock
atis_flight,2296,okay i need to get a flight from houston to seattle
atis_flight,2297,what flights leave pittsburgh july fifth after 7 pm and arrive in san francisco
atis_flight,2298,what are the cheapest one way flights from denver to atlanta
atis_flight,2299,please show me flights from philadelphia to baltimore between 10 am and 2 pm
atis_flight,2300,i would like to book a flight from baltimore to san francisco before 12 o'clock on tuesday
atis_airfare,2301,what is the lowest fare from denver to atlanta
atis_flight,2302,philadelphia to boston monday
atis_flight,2303,can you tell me the latest evening flight from atlanta to denver on july seventh
atis_flight,2304,do you have a flight from salt lake city to st. petersburg
atis_flight,2305,show me boston to oakland flights
atis_flight,2306,show all flights leaving monday morning from boston to pittsburgh
atis_flight,2307,find me a flight from atlanta to baltimore
atis_flight,2308,i'd like to fly from boston to fort worth
atis_flight,2309,i need information on flight from atlanta to denver
atis_flight,2310,what is the earliest flight from boston to philadelphia
atis_flight,2311,list all flights from memphis to seattle
atis_airfare,2312,show me the coach fares from baltimore to dallas
atis_flight,2313,show me the flights from salt lake city to milwaukee
atis_flight,2314,flights from ontario to orlando
atis_flight,2315,show me the flights from pittsburgh to baltimore
atis_flight,2316,show me the flights that go from atlanta to washington on thursday mornings
atis_flight,2317,what is the cheapest flight flying from boston to atlanta before 8
atis_flight_time,2318,what times does continental depart from boston to san francisco
atis_flight,2319,now i need a flight from detroit to san diego leaving tuesday evening
atis_airfare,2320,show me round trip first class tickets from new york to miami
atis_flight,2321,i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning
atis_ground_service,2322,i need information on ground transportation from the airport in atlanta
atis_flight,2323,list all the arriving flights at general mitchell international
atis_flight,2324,show me all the flights arriving in charlotte around 5 pm next monday please
atis_flight,2325,i would like a nonstop flight from st. petersburg to charlotte leaving in the afternoon
atis_flight,2326,find a flight from philadelphia to san francisco please on delta
atis_flight,2327,what is the first flight from atlanta to baltimore that serves lunch
atis_flight,2328,is there a flight from atlanta to san francisco which connects in dallas
atis_ground_service,2329,what ground transportation is available in denver
atis_flight,2330,san francisco to boston please with a stopover in denver
atis_flight,2331,i need a flight from new york city to montreal tomorrow
atis_flight,2332,show me one way flights from tampa to st. louis departing before 10 am first class
atis_flight,2333,show me all flights with fares from pittsburgh to san francisco
atis_flight,2334,display all flights leaving from toronto to san diego on us air laying over in washington dc
atis_flight,2335,what flights are there from cleveland to miami on us air that arrive in miami before 4 pm
atis_flight,2336,find me the earliest boston departure for atlanta and the lastest return trip from atlanta so that i can be in atlanta the longest amount of time but return to boston the same day
atis_flight,2337,what flights go from denver to san francisco
atis_flight,2338,list all the flights that depart from general mitchell international
atis_flight,2339,i'd like flight information from dallas fort worth to boston on tuesday
atis_abbreviation,2340,what's restriction ap68
atis_flight,2341,what is the latest flight in the day from baltimore to atlanta
atis_flight,2342,one way
atis_flight,2343,please find me a flight between boston and philadelphia that arrives in philadelphia close to 5 pm
atis_abbreviation,2344,what is fare code h
atis_flight,2345,from washington to atlanta
atis_flight,2346,what flights are available monday from san francisco to pittsburgh
atis_airfare,2347,round trip fares from baltimore to philadelphia under 1000 dollars
atis_flight,2348,show me all flights from san diego to phoenix on a boeing 737
atis_airfare,2349,i would like the fare on the us air 1039 from denver to pittsburgh on april twenty
atis_flight,2350,i would like to see the flights from denver to philadelphia please
atis_flight,2351,what flights are available from denver to baltimore first class on united airlines arriving may seventh before noon
atis_ground_service,2352,what is the available ground transportation between san francisco and downtown
atis_ground_service,2353,what sort of ground transportation is there in washington dc
atis_flight,2354,i would like to fly from boston to baltimore
atis_flight,2355,what is the latest flight leaving washington for denver
atis_flight,2356,i'd like to fly from boston to baltimore
atis_flight,2357,give me a flight from newark to tampa on friday
atis_flight,2358,i'd like to know the information from boston to philadelphia nonstop
atis_flight,2359,i would like a flight from baltimore to san francisco on twa with a stop in denver
atis_flight,2360,what flights from orlando to tacoma on saturday
atis_flight,2361,list the nonstop flights early tuesday morning from dallas to atlanta
atis_aircraft,2362,what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon
atis_flight,2363,what flights go from philadelphia to san francisco via dallas
atis_flight,2364,what flights available between pittsburgh and baltimore on august eleventh
atis_flight,2365,what is the earliest flight between logan and bwi
atis_flight,2366,shortest flight from ontario california to orlando florida
atis_flight,2367,show me flights from all airports to love field
atis_flight,2368,what flights go from boston to atlanta next tuesday
atis_airline,2369,show me the airlines between toronto and denver
atis_flight,2370,is there a flight leaving from boston to atlanta
atis_quantity,2371,how many cities are served by twa with first class flights
atis_flight,2372,do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas
atis_flight,2373,what flights are there tuesday morning from dallas to atlanta
atis_flight,2374,now i need another flight from las vegas to los angeles arriving also in the late afternoon what's available for that
atis_flight,2375,what are the flights from orlando to cleveland on us air that arrive around 10 pm
atis_ground_service,2376,ground transport in oakland
atis_airfare,2377,can you show me the economy fare flights from baltimore to dallas
atis_flight,2378,show me the cheapest one way flights from pittsburgh to dallas leaving pittsburgh between noon and 2 pm
atis_flight,2379,okay can you tell me the flight cost between denver and atlanta
atis_flight,2380,show me the evening flights from philadelphia to baltimore
atis_flight,2381,show me all the united airlines flights leaving dallas
atis_flight,2382,i'm trying to make a connection between denver and san francisco does delta airline fly between those two
atis_abbreviation,2383,what is the meaning of restriction ap80
atis_flight,2384,american airlines leaving phoenix
atis_flight,2385,show me flights from baltimore to dallas
atis_ground_service,2386,is ground transportation available in philadelphia
atis_flight,2387,which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity
atis_flight,2388,can you tell me the cheapest flight between boston and san francisco
atis_flight,2389,can you show me the cheapest round trip flights between denver and pittsburgh
atis_flight,2390,what flights are available on wednesday from atlanta to washington dc
atis_airfare,2391,show me all first class prices from dallas to baltimore
atis_flight,2392,does american airlines offer a flight from boston to oakland which stops in denver
atis_ground_service,2393,what ground transportation is available from the pittsburgh airport
atis_flight,2394,show me the flights from newark new jersey to ontario international next saturday
atis_flight,2395,please book for me a flight on twa from washington dc to san francisco earliest possible time
atis_airfare,2396,what are the fares for flights between atlanta and dfw
atis_ground_service,2397,can i have a rental car in houston
atis_flight_time,2398,list departure times from denver to philadelphia which are later than 10 o'clock and earlier than 2 pm
atis_flight,2399,flights from newark to cleveland
atis_airline,2400,please list all airline flights between denver and boston
atis_flight,2401,what flights depart from charlotte to newark that leave in the afternoon or leave in the evening
atis_flight,2402,show me flights from boston to denver on wednesday
atis_flight,2403,hello i would like to plan a flight on american airlines from boston to denver
atis_flight,2404,i would like a flight from kansas city to st. paul departing at 4 pm
atis_ground_service,2405,can you find out about the ground transportation available in atlanta
atis_flight,2406,on august thirtieth please schedule me on a flight from denver to san francisco early in the morning
atis_flight,2407,in flight meal oakland to philadelphia saturday
atis_flight,2408,are there any 4 o'clock flights from washington to denver
atis_flight_time,2409,what time are the flights leaving from denver to pittsburgh on july seventh
atis_flight,2410,show me flights from pittsburgh to dc
atis_flight,2411,what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday
atis_flight,2412,show all flights on lufthansa airlines out of boston
atis_flight,2413,list the flights on sunday afternoon from oakland to dallas
atis_flight,2414,bring up flights from milwaukee to orlando on wednesday night or thursday morning
atis_airfare,2415,what is the cost of a flight from boston to san francisco
atis_flight,2416,please list all the flights from boston to denver which serve meals
atis_flight,2417,what's the earliest flight from boston to bwi that serves lunch
atis_flight,2418,show me the flights from cincinnati to denver
atis_flight,2419,show me the flights from boston to baltimore
atis_flight,2420,i need a flight from denver to philadelphia
atis_airfare,2421,round trip fares from denver to philadelphia less than 1000 dollars
atis_flight,2422,i would like to see the flights from denver to philadelphia
atis_flight,2423,show me the lowest price from dallas to baltimore
atis_flight,2424,flights from denver to chicago on sunday on continental
atis_quantity,2425,list the total number of flights to all airports by delta
atis_flight,2426,show me the last flight from love field
atis_quantity,2427,how many cities are served by delta airlines with first class flights
atis_ground_service,2428,what ground transportation is available in boston
atis_flight,2429,continental airlines on saturday from chicago to seattle
atis_flight,2430,do you have a united flight from boston to washington
atis_flight,2431,flight from nashville back to milwaukee
atis_abbreviation,2432,what is fare code c
atis_flight,2433,from philadelphia to toronto
atis_flight,2434,show me flights from baltimore to dallas
atis_airline,2435,does any airline have an afternoon flight from boston to oakland
atis_flight,2436,what flights go from tampa to charlotte on sunday
atis_flight,2437,i want to fly denver to pittsburgh
atis_flight,2438,list flights from denver to san francisco no denver to philadelphia
atis_airline,2439,what airlines leave from washington
atis_ground_service,2440,what is the ground transportation available in the city of fort worth
atis_abbreviation,2441,what is fare code q
atis_flight,2442,what flights from seattle to salt lake city
atis_flight,2443,what is the earliest flight from boston to san francisco
atis_flight,2444,nonstop flights from new york city to las vegas on sunday
atis_flight_time,2445,what time does the tuesday morning 755 flight leaving washington arrive in san francisco
atis_quantity,2446,how many cities are served by continental with first class flights
atis_flight,2447,flights from pittsburgh to newark
atis_flight,2448,all flights from boston to washington dc on november eleventh
atis_flight,2449,show me the flights arriving on baltimore on june fourteenth
atis_flight,2450,show me the flights leaving from atlanta for washington dc on thursday morning
atis_abbreviation,2451,what does the fare code qx mean
atis_flight,2452,i'd like to fly from philadelphia to san francisco with a stopover in dallas
atis_flight,2453,find me a flight from boston to san francisco with a layover in denver
atis_flight,2454,show me the flights from toronto to salt lake city which leave toronto after 6 pm
atis_flight,2455,what are all the flights on delta in and out of fort worth
atis_flight,2456,now get me from pittsburgh to denver
atis_airfare,2457,what is the cheapest fare one way between pittsburgh and denver
atis_flight,2458,what is the earliest flight from washington to atlanta leaving on wednesday september fourth
atis_flight,2459,show me the flights from philadelphia to dallas that stop in atlanta
atis_abbreviation,2460,is fare code b the same as business class
atis_flight,2461,show me all flights from montreal to nashville
atis_flight,2462,i would like to fly from denver to atlanta by way of pittsburgh
atis_flight,2463,please list only united airlines flights between denver and boston
atis_quantity,2464,how many flights does each airline have with booking class k
atis_aircraft,2465,show me the type of aircraft that canadian airlines uses
atis_airline,2466,what airline is ea the abbreviation for
atis_airfare,2467,what is the cheapest fare from dallas to denver on delta
atis_airfare,2468,what is the cheapest fare from denver to pittsburgh
atis_flight,2469,does delta airlines fly from boston to washington dc
atis_flight,2470,i'd like a flight on july ninth from orlando to kansas city in the afternoon
atis_flight,2471,i want a flight from long beach to st. louis that stops in dallas
atis_flight,2472,i want to leave chicago next tuesday and arrive in detroit around 6 pm
atis_flight,2473,show me flights from milwaukee to orlando on wednesday evening or thursday mornings
atis_quantity,2474,how many flights arrive at general mitchell international
atis_flight,2475,please give me all flights from dallas to oakland before noon
atis_flight,2476,boston to pittsburgh
atis_flight,2477,may i have a list of flights going from boston to denver on the twenty ninth of july
atis_flight,2478,show me flights from denver to atlanta
atis_quantity,2479,how many flights come from denver to baltimore on july nineteenth
atis_flight,2480,what flights does delta have between dallas and denver
atis_airfare,2481,please list fares for all the flights from atlanta to philadelphia on august the first
atis_flight,2482,show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon
atis_flight,2483,show me all flights from pittsburgh to baltimore tomorrow which serve a meal
atis_flight,2484,what is the most expensive flight from boston to dallas
atis_flight,2485,what are the latest flights from boston to dallas on the evening of july seventh
atis_flight,2486,show me the flights from san francisco to washington dc
atis_flight,2487,please list all available flights from oakland california to philadelphia on wednesday
atis_flight,2488,show me saturday and sunday's flights from milwaukee to phoenix on american airlines
atis_flight,2489,i have two friends that would like to visit me on wednesday here in washington dc one of them lives in denver and the other lives in miami
atis_flight,2490,list nonstop flights from baltimore washington to oakland that arrive between 445 and 515 pm
atis_flight,2491,i want a flight departing from newark to los angeles that leaves in the morning
atis_flight,2492,show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon
atis_flight,2493,i need flight information on saturday for a flight from philadelphia to dallas
atis_flight,2494,show me all daily flights from milwaukee to orlando
atis_flight,2495,what are the flights from boston to san francisco
atis_flight,2496,i would like the cheapest flight from pittsburgh to atlanta leaving april twenty fifth and returning may sixth
atis_airfare,2497,what is the airfare from pittsburgh to atlanta
atis_flight,2498,what are all flights from denver to philadelphia on saturday
atis_airline,2499,what airlines fly boston to baltimore
atis_ground_service,2500,ground transportation atl to atlanta
atis_flight,2501,round trip flights between new york and miami
atis_abbreviation,2502,what is fare code h
atis_flight,2503,all am flights departing pittsburgh arriving denver
atis_flight,2504,find me the earliest flight from boston to atlanta on any day of the week
atis_flight,2505,us air next wednesday from cleveland to miami
atis_ground_service,2506,is there ground transportation in baltimore
atis_ground_service,2507,is there ground transportation available in denver
atis_flight,2508,show me flights leaving from dallas to baltimore
atis_airline,2509,which airlines fly from boston to washington dc via other cities
atis_flight,2510,please list all flights tuesday dallas atlanta
atis_flight,2511,show me flights from pittsburgh to los angeles thursday evening
atis_flight,2512,show flights from new york city to las vegas
atis_flight,2513,please give me the flights from denver to pittsburgh which leave in the morning on july second
atis_flight,2514,what is the earliest flight between pittsburgh and denver that serves breakfast
atis_airfare,2515,what does it cost to fly from boston to san francisco on united airlines flight 21
atis_flight,2516,i want the flights from toronto to san diego that stop in st. louis
atis_flight,2517,what evening flights do you have available from baltimore to philadelphia
atis_flight,2518,i need information on flights leaving dallas arriving in boston leaving dallas early in the morning
atis_flight,2519,now i need flights leaving from atlanta and arriving in philadelphia on wednesday morning
atis_flight,2520,show me the list of flights from dallas to baltimore on american and delta airlines
atis_flight,2521,are there any flights between pittsburgh and baltimore using a j31 aircraft
atis_flight,2522,what is the earliest flight from memphis to cincinnati on june thirtieth
atis_airfare,2523,i need a ticket from los angeles to charlotte that leaves early in the morning
atis_flight,2524,show me flights from boston to denver
atis_flight,2525,now show me the flights from memphis to cleveland
atis_flight,2526,what are the flights from denver to san francisco
atis_flight,2527,show me all flights from montreal
atis_aircraft,2528,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
atis_flight,2529,show me the flights out of love field
atis_flight,2530,what's the cheapest flight from denver to pittsburgh
atis_airfare,2531,what is the cheapest fare from dallas to denver round trip
atis_ground_service,2532,is there ground transportation in dallas from the dallas airport to downtown dallas
atis_flight,2533,i'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please
atis_flight,2534,what flights go from philadelphia to dallas via atlanta
atis_flight_time,2535,what is the total schedule for delta's flights to all airports
atis_flight,2536,eastern flies from atlanta to denver what type of aircraft do you use before 6 pm
atis_aircraft,2537,can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555
atis_flight,2538,can you show me the flights from dallas to baltimore with economy fares
atis_flight,2539,i'd like to see all the flights from boston to philadelphia
atis_flight,2540,flights from atlanta to washington dc on thursday morning
atis_flight,2541,i need to go from philadelphia to dallas
atis_flight_time,2542,what is the arrival time in san francisco for the 755 am flight leaving washington
atis_quantity,2543,how many flights does american airlines have from boston to atlanta
atis_flight,2544,flights between new york and san jose
atis_flight,2545,show me wednesday afternoon flights from denver to san francisco
atis_airline,2546,what airline is hp
atis_flight,2547,show me the flights from atlanta to washington dc on wednesday night and thursday morning
atis_flight,2548,i need to reverse the flight from pittsburgh to denver please
atis_flight,2549,find travel arrangements for a one way flight from boston to pittsburgh
atis_airfare,2550,what is the least expensive airfare between boston and baltimore
atis_flight,2551,i'd like to fly from tampa to montreal
atis_flight,2552,please show me all one way first class flights from indianapolis to memphis
atis_airfare,2553,show me the cheapest round trip fare from baltimore to dallas
atis_flight,2554,an american airlines flight first class from philadelphia to dallas
atis_flight,2555,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines
atis_flight,2556,united airlines flights stopping in denver before noon
atis_airline,2557,show all airlines flying from pittsburgh to san francisco
atis_abbreviation,2558,what does code qw mean
atis_flight,2559,i'd like to see all the flights with their fares from denver to atlanta
atis_flight,2560,i would like to fly from denver to pittsburgh
atis_flight,2561,what are the flights dallas to boston on monday morning
atis_airline,2562,please show me airlines with flights from boston to denver
atis_flight,2563,please repeat the flight departures for monday august nineteenth from denver to pittsburgh
atis_flight,2564,what flights from atlanta to toronto
atis_airfare,2565,what's the fare from washington to boston
atis_flight,2566,are there any flights from dallas fort worth to boston leaving before 10 am
atis_ground_service,2567,atlanta ground transportation
atis_flight,2568,what flights go from boston to atlanta
atis_flight,2569,fly from denver to philadelphia on continental
atis_flight,2570,what do you have tomorrow morning from pittsburgh to atlanta
atis_flight,2571,i want a flight from philadelphia to dallas that at least has one stop
atis_flight,2572,show me the flights from columbus to charlotte
atis_flight,2573,i need a round trip flight from cincinnati to san jose california
atis_flight,2574,give me the list of flights for continental airlines between boston and denver
atis_flight,2575,what flight do you have from san francisco to pittsburgh on the evening of august twenty seventh
atis_airfare,2576,what're the lowest one way fares from denver to atlanta
atis_flight,2577,list flights from pittsburgh to atlanta on the evening of august sixth
atis_flight,2578,what do you have from philadelphia to dallas on saturday morning
atis_flight,2579,do you have a 747 that flies from san francisco to baltimore
atis_flight,2580,hi i need to go from cincinnati to san jose california after 6 pm on saturday
atis_flight,2581,what is the earliest flight from boston to atlanta
atis_flight,2582,are there delta flights leaving atlanta
atis_flight,2583,what are the flights available after 3 pm between denver and san francisco
atis_flight,2584,show me the flights from atlanta to philadelphia
atis_flight,2585,show me flights from washington dc to san francisco with a stopover in denver
atis_flight,2586,show me the list of us air flights between boston and dc
atis_flight,2587,can you give me the latest flight from atlanta to denver on july seventh
atis_flight,2588,what are the flights available between 10 am and 3 pm between pittsburgh and fort worth
atis_flight,2589,i'd like to find the cheapest flight from washington dc to atlanta
atis_flight,2590,find me a flight leaving boston at 12 o'clock
atis_airfare,2591,show me the cheapest one way fare from baltimore to dallas
atis_flight,2592,what is the latest flight departing from boston to san francisco
atis_airline,2593,please show me all airlines with sunday flights from philadelphia to denver
atis_abbreviation,2594,what is ua
atis_airfare,2595,how much does it cost to fly eastern airlines from atlanta to boston
atis_flight,2596,what's the earliest flight leaving denver for pittsburgh
atis_flight,2597,show me flights from baltimore to philadelphia
atis_flight,2598,what is the latest evening flight leaving san francisco for washington
atis_flight,2599,show me all flights from boston to detroit
atis_flight,2600,what are the flights on tuesday october first from atlanta to baltimore
atis_flight,2601,flights from st. paul to houston
atis_flight,2602,i want to go from boston to oakland on united and leave at 838 am which flight should i take
atis_flight,2603,all flights from denver to pittsburgh leaving after 6 pm and before 7 pm
atis_flight,2604,does us air have a flight from toronto to salt lake city monday may thirty first
atis_flight,2605,show me the flights from baltimore to atlanta
atis_ground_service,2606,what do you know about car rental in denver
atis_flight,2607,nonstop flights from seattle to denver
atis_flight,2608,okay and on may four i would like to go from atlanta to denver leaving early in the morning around 8
atis_flight,2609,i want to fly from boston at 838 am and arrive in denver at 1110 in the morning
atis_ground_service,2610,please give grounds transportation at dallas airport
atis_flight,2611,give me flights from denver to baltimore
atis_flight,2612,what are the flights from pittsburgh to oakland
atis_flight,2613,please list flights from philadelphia to dallas stopping in atlanta
atis_flight,2614,what flights from st. paul to kansas city on friday with lunch served
atis_flight,2615,can you tell me which flights go from memphis to tacoma and make a stop in los angeles
atis_flight,2616,anything from baltimore or washington with a stopover in denver going to san francisco
atis_airfare,2617,give me the lowest fare from atlanta to denver on may seventh please
atis_ground_service,2618,is there ground transportation from the dallas airport to downtown dallas
atis_aircraft,2619,what type of aircraft leaves from boston to washington dc at 9 am
atis_flight,2620,i need a flight from dallas to san francisco
atis_flight,2621,show me the flights arriving at love field
atis_flight,2622,information on first class round trip from pittsburgh to san francisco
atis_flight,2623,what flights leave pittsburgh for denver on monday night
atis_flight,2624,tell me the flights from baltimore to dallas
atis_airfare,2625,what's the cheapest round trip fare between dallas and baltimore
atis_airfare,2626,how much does it cost to fly from atlanta to san francisco
atis_flight,2627,list all united flights from boston to san francisco with fare code qx
atis_flight,2628,what is the earliest flight arriving in charlotte from st. louis on friday
atis_flight,2629,list flights from philadelphia to dallas that stop in atlanta
atis_airline,2630,what airlines fly between boston and atlanta
atis_flight,2631,how do i get from bwi to washington
atis_flight,2632,i would like a list of the round trip flights between indianapolis and orlando on the twenty seventh or the twenty eighth of december
atis_flight,2633,what northwest airline flights leave denver before noon
atis_flight,2634,which northwest flights stop in denver before noon
atis_flight,2635,i want a flight from boston to atlanta
atis_flight_time,2636,please list the flight times from boston to pittsburgh
atis_abbreviation,2637,what does fare code m mean
atis_flight,2638,show me all twa flights please
atis_flight,2639,list all the takeoffs and landings at general mitchell international
atis_flight,2640,what is the most expensive flight from dallas to baltimore
atis_flight,2641,show me the flights from pittsburgh to baltimore
atis_flight,2642,what are the flights from philadelphia to dallas on october first 1991
atis_flight,2643,show me all the flights from indianapolis to san diego on us air
atis_flight,2644,list all flights from chicago to seattle on continental which depart on saturday and serve meals
atis_flight,2645,list all round trip flights between indianapolis and orlando on the twenty seventh of december
atis_abbreviation,2646,what does d s stand for for meals
atis_flight,2647,flights from las vegas to montreal
atis_aircraft,2648,what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover
atis_flight,2649,i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm
atis_flight,2650,show me the earliest flight from boston to san francisco
atis_flight,2651,list all daily flights between boston and oakland using delta airlines
atis_abbreviation,2652,please explain fare code f
atis_flight,2653,i would like to book a flight from baltimore to newark early in the morning on april ninth
atis_flight,2654,i'd like to see flights from pittsburgh to philadelphia
atis_flight,2655,how about flights leaving san francisco and arriving in boston for any day
atis_flight,2656,i'm looking for flights from oakland to atlanta leaving before 1045 am
atis_flight,2657,list all american airlines from milwaukee to phoenix on saturday
atis_quantity,2658,how many stops on continental 1765 from boston to san francisco
atis_flight,2659,what is the cheapest one way flight from atlanta to boston
atis_flight,2660,show me the flights from oakland to washington
atis_flight,2661,i would like to fly to san francisco early in the day
atis_flight_time,2662,what is delta's schedule of morning flights to atlanta
atis_flight,2663,is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning
atis_flight,2664,is there a twa flight from las vegas to new york
atis_flight,2665,show me all flights from indianapolis
atis_flight,2666,what flights are there from tampa to charlotte
atis_flight,2667,show me the latest flight from san francisco to denver
atis_flight,2668,i want to travel from baltimore to washington on a monday
atis_flight,2669,what delta leaves boston for atlanta
atis_flight,2670,how do you travel from san francisco airport to downtown san francisco
atis_flight,2671,what flights from atlanta to st. louis on tuesday arriving around 230 pm
atis_flight,2672,what flights go from boston to dallas
atis_flight,2673,show all nonstop flights from boston to san francisco
atis_ground_service,2674,what is the available ground transportation between the airport in denver and downtown
atis_flight,2675,philadelphia to san francisco next week tuesday show the flights
atis_flight,2676,show me a list of flights from boston to dc arriving before 9 am on july twenty second
atis_flight,2677,show me all flights from san francisco to la guardia nonstop
atis_flight,2678,all flights from baltimore to philadelphia less than 1000 dollars
atis_flight,2679,show me the flights from san francisco to boston
atis_ground_service,2680,what's the ground transportation like at pittsburgh
atis_flight,2681,may i see all the flights from cleveland to dallas
atis_flight,2682,show me all the flights from atlanta to baltimore on any airline on thursday
atis_flight,2683,show me the latest flight on wednesday from atlanta to washington dc
atis_abbreviation,2684,what does code y mean
atis_flight,2685,show me the evening flights from philadelphia to baltimore
atis_flight,2686,please give me information on a flight on april seventeen from philadelphia to boston as early as possible
atis_airline,2687,show me the airlines for flights to or from love field
atis_flight,2688,what is the latest flight you have departing dallas to philadelphia
